"Ukazatel","IndicatorType","Druh PHM","CENPHM","Týdny","CASTPHM","Území","Uz0","Hodnota"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 47. týden 2017","2017-W47","Česko","CZ","14.12"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 48. týden 2017","2017-W48","Česko","CZ","14.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 49. týden 2017","2017-W49","Česko","CZ","14.08"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 50. týden 2017","2017-W50","Česko","CZ","14.08"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 51. týden 2017","2017-W51","Česko","CZ","14.14"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 01. týden 2018","2018-W01","Česko","CZ","14.13"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 02. týden 2018","2018-W02","Česko","CZ","14.15"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 03. týden 2018","2018-W03","Česko","CZ","14.13"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 04. týden 2018","2018-W04","Česko","CZ","14.12"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 05. týden 2018","2018-W05","Česko","CZ","14.12"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 06. týden 2018","2018-W06","Česko","CZ","14.15"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 07. týden 2018","2018-W07","Česko","CZ","14.18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 08. týden 2018","2018-W08","Česko","CZ","14.09"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 09. týden 2018","2018-W09","Česko","CZ","14.05"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 10. týden 2018","2018-W10","Česko","CZ","14.05"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 11. týden 2018","2018-W11","Česko","CZ","13.98"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 12. týden 2018","2018-W12","Česko","CZ","13.92"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 13. týden 2018","2018-W13","Česko","CZ","13.83"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 15. týden 2018","2018-W15","Česko","CZ","13.83"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 16. týden 2018","2018-W16","Česko","CZ","13.83"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 17. týden 2018","2018-W17","Česko","CZ","13.81"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 18. týden 2018","2018-W18","Česko","CZ","13.81"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 19. týden 2018","2018-W19","Česko","CZ","14.08"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 20. týden 2018","2018-W20","Česko","CZ","14.05"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 21. týden 2018","2018-W21","Česko","CZ","14.04"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 22. týden 2018","2018-W22","Česko","CZ","14.15"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 23. týden 2018","2018-W23","Česko","CZ","14.14"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 24. týden 2018","2018-W24","Česko","CZ","14.31"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 25. týden 2018","2018-W25","Česko","CZ","14.33"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 26. týden 2018","2018-W26","Česko","CZ","14.36"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 28. týden 2018","2018-W28","Česko","CZ","14.55"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 29. týden 2018","2018-W29","Česko","CZ","14.66"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 30. týden 2018","2018-W30","Česko","CZ","14.91"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 31. týden 2018","2018-W31","Česko","CZ","14.78"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 32. týden 2018","2018-W32","Česko","CZ","15.03"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 33. týden 2018","2018-W33","Česko","CZ","14.97"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 34. týden 2018","2018-W34","Česko","CZ","14.96"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 35. týden 2018","2018-W35","Česko","CZ","14.97"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 36. týden 2018","2018-W36","Česko","CZ","14.96"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 37. týden 2018","2018-W37","Česko","CZ","14.99"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 38. týden 2018","2018-W38","Česko","CZ","15.08"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 39. týden 2018","2018-W39","Česko","CZ","15.4"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 40. týden 2018","2018-W40","Česko","CZ","15.45"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 41. týden 2018","2018-W41","Česko","CZ","15.67"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 42. týden 2018","2018-W42","Česko","CZ","15.85"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 43. týden 2018","2018-W43","Česko","CZ","15.93"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 44. týden 2018","2018-W44","Česko","CZ","15.93"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 45. týden 2018","2018-W45","Česko","CZ","16.01"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 46. týden 2018","2018-W46","Česko","CZ","15.99"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 47. týden 2018","2018-W47","Česko","CZ","15.93"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 48. týden 2018","2018-W48","Česko","CZ","15.83"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 49. týden 2018","2018-W49","Česko","CZ","15.79"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 50. týden 2018","2018-W50","Česko","CZ","15.65"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 51. týden 2018","2018-W51","Česko","CZ","15.35"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 02. týden 2019","2019-W02","Česko","CZ","15.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 03. týden 2019","2019-W03","Česko","CZ","15.1"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 04. týden 2019","2019-W04","Česko","CZ","14.88"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 05. týden 2019","2019-W05","Česko","CZ","14.83"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 06. týden 2019","2019-W06","Česko","CZ","14.75"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 07. týden 2019","2019-W07","Česko","CZ","14.51"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 08. týden 2019","2019-W08","Česko","CZ","14.43"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 09. týden 2019","2019-W09","Česko","CZ","14.29"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 10. týden 2019","2019-W10","Česko","CZ","14.24"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 11. týden 2019","2019-W11","Česko","CZ","14.21"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 12. týden 2019","2019-W12","Česko","CZ","14.17"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 13. týden 2019","2019-W13","Česko","CZ","14.18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 14. týden 2019","2019-W14","Česko","CZ","14.25"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 15. týden 2019","2019-W15","Česko","CZ","14.38"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 16. týden 2019","2019-W16","Česko","CZ","14.41"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 18. týden 2019","2019-W18","Česko","CZ","14.52"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 19. týden 2019","2019-W19","Česko","CZ","14.46"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 20. týden 2019","2019-W20","Česko","CZ","14.45"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 21. týden 2019","2019-W21","Česko","CZ","14.54"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 22. týden 2019","2019-W22","Česko","CZ","14.56"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 23. týden 2019","2019-W23","Česko","CZ","14.54"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 24. týden 2019","2019-W24","Česko","CZ","14.45"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 25. týden 2019","2019-W25","Česko","CZ","14.41"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 26. týden 2019","2019-W26","Česko","CZ","14.25"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 27. týden 2019","2019-W27","Česko","CZ","14.21"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 28. týden 2019","2019-W28","Česko","CZ","14.2"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 29. týden 2019","2019-W29","Česko","CZ","14.06"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 30. týden 2019","2019-W30","Česko","CZ","14"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 31. týden 2019","2019-W31","Česko","CZ","13.97"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 32. týden 2019","2019-W32","Česko","CZ","13.94"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 33. týden 2019","2019-W33","Česko","CZ","13.92"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 34. týden 2019","2019-W34","Česko","CZ","13.82"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 35. týden 2019","2019-W35","Česko","CZ","13.74"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 36. týden 2019","2019-W36","Česko","CZ","13.69"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 37. týden 2019","2019-W37","Česko","CZ","13.68"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 38. týden 2019","2019-W38","Česko","CZ","13.561"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 39. týden 2019","2019-W39","Česko","CZ","13.549"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 40. týden 2019","2019-W40","Česko","CZ","13.53"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 41. týden 2019","2019-W41","Česko","CZ","13.555"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 42. týden 2019","2019-W42","Česko","CZ","13.626"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 43. týden 2019","2019-W43","Česko","CZ","13.612"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 44. týden 2019","2019-W44","Česko","CZ","13.52"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 45. týden 2019","2019-W45","Česko","CZ","13.55"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 46. týden 2019","2019-W46","Česko","CZ","13.963"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 47. týden 2019","2019-W47","Česko","CZ","13.9"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 48. týden 2019","2019-W48","Česko","CZ","13.84"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 49. týden 2019","2019-W49","Česko","CZ","13.83"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 50. týden 2019","2019-W50","Česko","CZ","13.84"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 51. týden 2019","2019-W51","Česko","CZ","13.85"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 02. týden 2020","2020-W02","Česko","CZ","13.94"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 03. týden 2020","2020-W03","Česko","CZ","14.06"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 04. týden 2020","2020-W04","Česko","CZ","14.05"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 05. týden 2020","2020-W05","Česko","CZ","14.11"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 06. týden 2020","2020-W06","Česko","CZ","14.08"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 07. týden 2020","2020-W07","Česko","CZ","14.03"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 08. týden 2020","2020-W08","Česko","CZ","13.82"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 09. týden 2020","2020-W09","Česko","CZ","13.71"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 10. týden 2020","2020-W10","Česko","CZ","13.62"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 11. týden 2020","2020-W11","Česko","CZ","13.5"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 12. týden 2020","2020-W12","Česko","CZ","13.22"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 13. týden 2020","2020-W13","Česko","CZ","13.11"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 14. týden 2020","2020-W14","Česko","CZ","12.92"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 15. týden 2020","2020-W15","Česko","CZ","12.627"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 17. týden 2020","2020-W17","Česko","CZ","12.27"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 18. týden 2020","2020-W18","Česko","CZ","12.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 19. týden 2020","2020-W19","Česko","CZ","11.78"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 20. týden 2020","2020-W20","Česko","CZ","11.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 21. týden 2020","2020-W21","Česko","CZ","11.67"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 22. týden 2020","2020-W22","Česko","CZ","11.68"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 23. týden 2020","2020-W23","Česko","CZ","11.61"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 24. týden 2020","2020-W24","Česko","CZ","11.89"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 25. týden 2020","2020-W25","Česko","CZ","12.05"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 26. týden 2020","2020-W26","Česko","CZ","12"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 27. týden 2020","2020-W27","Česko","CZ","11.99"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 28. týden 2020","2020-W28","Česko","CZ","12.01"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 29. týden 2020","2020-W29","Česko","CZ","12.21"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 30. týden 2020","2020-W30","Česko","CZ","12.28"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 31. týden 2020","2020-W31","Česko","CZ","12.29"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 32. týden 2020","2020-W32","Česko","CZ","12.29"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 33. týden 2020","2020-W33","Česko","CZ","12.26"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 34. týden 2020","2020-W34","Česko","CZ","12.36"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 35. týden 2020","2020-W35","Česko","CZ","12.23"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 36. týden 2020","2020-W36","Česko","CZ","12.19"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 37. týden 2020","2020-W37","Česko","CZ","12.2"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 38. týden 2020","2020-W38","Česko","CZ","12.25"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 39. týden 2020","2020-W39","Česko","CZ","12.22"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 40. týden 2020","2020-W40","Česko","CZ","12.23"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 41. týden 2020","2020-W41","Česko","CZ","12.197"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 42. týden 2020","2020-W42","Česko","CZ","12.17"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 43. týden 2020","2020-W43","Česko","CZ","12.27"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 44. týden 2020","2020-W44","Česko","CZ","12.27"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 45. týden 2020","2020-W45","Česko","CZ","12.28"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 46. týden 2020","2020-W46","Česko","CZ","12.24"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 47. týden 2020","2020-W47","Česko","CZ","12.33"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 48. týden 2020","2020-W48","Česko","CZ","12.37"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 49. týden 2020","2020-W49","Česko","CZ","12.56"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 50. týden 2020","2020-W50","Česko","CZ","12.52"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 51. týden 2020","2020-W51","Česko","CZ","12.66"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 01. týden 2021","2021-W01","Česko","CZ","12.57"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 02. týden 2021","2021-W02","Česko","CZ","12.66"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 03. týden 2021","2021-W03","Česko","CZ","12.66"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 04. týden 2021","2021-W04","Česko","CZ","12.72"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 05. týden 2021","2021-W05","Česko","CZ","12.85"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 06. týden 2021","2021-W06","Česko","CZ","12.98"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 07. týden 2021","2021-W07","Česko","CZ","13.11"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 08. týden 2021","2021-W08","Česko","CZ","13.2"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 09. týden 2021","2021-W09","Česko","CZ","13.22"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 10. týden 2021","2021-W10","Česko","CZ","13.82"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 11. týden 2021","2021-W11","Česko","CZ","14.2"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 12. týden 2021","2021-W12","Česko","CZ","14.08"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 13. týden 2021","2021-W13","Česko","CZ","14.1"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 15. týden 2021","2021-W15","Česko","CZ","14.15"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 16. týden 2021","2021-W16","Česko","CZ","14.14"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 17. týden 2021","2021-W17","Česko","CZ","14"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 18. týden 2021","2021-W18","Česko","CZ","13.94"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 19. týden 2021","2021-W19","Česko","CZ","13.88"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 20. týden 2021","2021-W20","Česko","CZ","13.8"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 21. týden 2021","2021-W21","Česko","CZ","13.83"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 22. týden 2021","2021-W22","Česko","CZ","13.82"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 23. týden 2021","2021-W23","Česko","CZ","13.78"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 24. týden 2021","2021-W24","Česko","CZ","13.66"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 25. týden 2021","2021-W25","Česko","CZ","13.65"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 26. týden 2021","2021-W26","Česko","CZ","13.62"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 28. týden 2021","2021-W28","Česko","CZ","13.96"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 29. týden 2021","2021-W29","Česko","CZ","14.03"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 30. týden 2021","2021-W30","Česko","CZ","14.11"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 31. týden 2021","2021-W31","Česko","CZ","14.14"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 32. týden 2021","2021-W32","Česko","CZ","14.56"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 33. týden 2021","2021-W33","Česko","CZ","14.98"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 34. týden 2021","2021-W34","Česko","CZ","15.09"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 35. týden 2021","2021-W35","Česko","CZ","15.11"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 36. týden 2021","2021-W36","Česko","CZ","15.17"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 37. týden 2021","2021-W37","Česko","CZ","15.42"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 38. týden 2021","2021-W38","Česko","CZ","15.5"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 39. týden 2021","2021-W39","Česko","CZ","15.56"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 40. týden 2021","2021-W40","Česko","CZ","15.76"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 41. týden 2021","2021-W41","Česko","CZ","16.65"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 42. týden 2021","2021-W42","Česko","CZ","17.04"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 43. týden 2021","2021-W43","Česko","CZ","17.73"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 44. týden 2021","2021-W44","Česko","CZ","17.67"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 45. týden 2021","2021-W45","Česko","CZ","15.99"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 46. týden 2021","2021-W46","Česko","CZ","15.75"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 47. týden 2021","2021-W47","Česko","CZ","15.75"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 48. týden 2021","2021-W48","Česko","CZ","15.74"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 49. týden 2021","2021-W49","Česko","CZ","15.72"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 50. týden 2021","2021-W50","Česko","CZ","15.57"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 01. týden 2022","2022-W01","Česko","CZ","16.79"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 02. týden 2022","2022-W02","Česko","CZ","17.29"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 03. týden 2022","2022-W03","Česko","CZ","17.06"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 04. týden 2022","2022-W04","Česko","CZ","16.93"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 05. týden 2022","2022-W05","Česko","CZ","16.72"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 06. týden 2022","2022-W06","Česko","CZ","16.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 07. týden 2022","2022-W07","Česko","CZ","16.61"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 08. týden 2022","2022-W08","Česko","CZ","16.61"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 09. týden 2022","2022-W09","Česko","CZ","16.6"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 10. týden 2022","2022-W10","Česko","CZ","17.91"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 11. týden 2022","2022-W11","Česko","CZ","22.2"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 12. týden 2022","2022-W12","Česko","CZ","23.1"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 13. týden 2022","2022-W13","Česko","CZ","22.9"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 14. týden 2022","2022-W14","Česko","CZ","22.49"
