"Ukazatel","IndicatorType","Druh PHM","CENPHM","Týdny","CASTPHM","Území","Uz0","Hodnota"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 15. týden 2022","2022-W15","Česko","CZ","21.61"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 16. týden 2022","2022-W16","Česko","CZ","21.29"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 17. týden 2022","2022-W17","Česko","CZ","21.04"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 18. týden 2022","2022-W18","Česko","CZ","20.81"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 19. týden 2022","2022-W19","Česko","CZ","20.68"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 20. týden 2022","2022-W20","Česko","CZ","20.47"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 21. týden 2022","2022-W21","Česko","CZ","20.28"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 22. týden 2022","2022-W22","Česko","CZ","20.17"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 23. týden 2022","2022-W23","Česko","CZ","20.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 24. týden 2022","2022-W24","Česko","CZ","19.68"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 25. týden 2022","2022-W25","Česko","CZ","19.6"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 26. týden 2022","2022-W26","Česko","CZ","19.55"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 27. týden 2022","2022-W27","Česko","CZ","19.51"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 28. týden 2022","2022-W28","Česko","CZ","19.47"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 29. týden 2022","2022-W29","Česko","CZ","19.33"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 30. týden 2022","2022-W30","Česko","CZ","19.19"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 31. týden 2022","2022-W31","Česko","CZ","18.97"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 32. týden 2022","2022-W32","Česko","CZ","18.59"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 33. týden 2022","2022-W33","Česko","CZ","18.44"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 34. týden 2022","2022-W34","Česko","CZ","18.55"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 35. týden 2022","2022-W35","Česko","CZ","18.52"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 36. týden 2022","2022-W36","Česko","CZ","18.53"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 37. týden 2022","2022-W37","Česko","CZ","18.51"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 38. týden 2022","2022-W38","Česko","CZ","18.38"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 39. týden 2022","2022-W39","Česko","CZ","18.3"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 40. týden 2022","2022-W40","Česko","CZ","18.26"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 41. týden 2022","2022-W41","Česko","CZ","18.16"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 42. týden 2022","2022-W42","Česko","CZ","17.94"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 43. týden 2022","2022-W43","Česko","CZ","17.92"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 44. týden 2022","2022-W44","Česko","CZ","17.91"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 45. týden 2022","2022-W45","Česko","CZ","17.88"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 46. týden 2022","2022-W46","Česko","CZ","17.79"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 47. týden 2022","2022-W47","Česko","CZ","17.73"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 48. týden 2022","2022-W48","Česko","CZ","17.57"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 49. týden 2022","2022-W49","Česko","CZ","17.49"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 50. týden 2022","2022-W50","Česko","CZ","17.39"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 51. týden 2022","2022-W51","Česko","CZ","17.18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 01. týden 2023","2023-W01","Česko","CZ","16.99"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 02. týden 2023","2023-W02","Česko","CZ","17.04"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 03. týden 2023","2023-W03","Česko","CZ","16.82"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 04. týden 2023","2023-W04","Česko","CZ","16.74"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 05. týden 2023","2023-W05","Česko","CZ","16.64"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 06. týden 2023","2023-W06","Česko","CZ","16.55"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 07. týden 2023","2023-W07","Česko","CZ","16.59"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 08. týden 2023","2023-W08","Česko","CZ","16.75"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 09. týden 2023","2023-W09","Česko","CZ","16.78"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 10. týden 2023","2023-W10","Česko","CZ","16.76"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 11. týden 2023","2023-W11","Česko","CZ","16.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 12. týden 2023","2023-W12","Česko","CZ","16.65"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 13. týden 2023","2023-W13","Česko","CZ","16.58"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 14. týden 2023","2023-W14","Česko","CZ","16.69"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 15. týden 2023","2023-W15","Česko","CZ","16.42"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 16. týden 2023","2023-W16","Česko","CZ","16.28"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 17. týden 2023","2023-W17","Česko","CZ","16.09"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 18. týden 2023","2023-W18","Česko","CZ","15.94"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 19. týden 2023","2023-W19","Česko","CZ","15.79"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 20. týden 2023","2023-W20","Česko","CZ","15.55"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 21. týden 2023","2023-W21","Česko","CZ","15.41"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 22. týden 2023","2023-W22","Česko","CZ","15.37"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 23. týden 2023","2023-W23","Česko","CZ","15.31"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 24. týden 2023","2023-W24","Česko","CZ","15.19"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 25. týden 2023","2023-W25","Česko","CZ","15.12"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 26. týden 2023","2023-W26","Česko","CZ","15.02"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 27. týden 2023","2023-W27","Česko","CZ","14.99"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 28. týden 2023","2023-W28","Česko","CZ","14.97"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 29. týden 2023","2023-W29","Česko","CZ","14.89"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 30. týden 2023","2023-W30","Česko","CZ","14.78"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 31. týden 2023","2023-W31","Česko","CZ","14.78"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 32. týden 2023","2023-W32","Česko","CZ","14.74"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 33. týden 2023","2023-W33","Česko","CZ","14.74"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 34. týden 2023","2023-W34","Česko","CZ","14.78"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 35. týden 2023","2023-W35","Česko","CZ","14.78"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 36. týden 2023","2023-W36","Česko","CZ","14.94"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 37. týden 2023","2023-W37","Česko","CZ","15.13"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 38. týden 2023","2023-W38","Česko","CZ","15.41"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 39. týden 2023","2023-W39","Česko","CZ","15.45"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 40. týden 2023","2023-W40","Česko","CZ","15.47"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 41. týden 2023","2023-W41","Česko","CZ","15.58"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 42. týden 2023","2023-W42","Česko","CZ","15.62"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 43. týden 2023","2023-W43","Česko","CZ","15.68"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 44. týden 2023","2023-W44","Česko","CZ","15.68"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 45. týden 2023","2023-W45","Česko","CZ","15.69"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 46. týden 2023","2023-W46","Česko","CZ","15.69"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 47. týden 2023","2023-W47","Česko","CZ","15.76"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 48. týden 2023","2023-W48","Česko","CZ","15.79"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 49. týden 2023","2023-W49","Česko","CZ","15.78"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 50. týden 2023","2023-W50","Česko","CZ","15.65"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 51. týden 2023","2023-W51","Česko","CZ","15.87"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 01. týden 2024","2024-W01","Česko","CZ","15.9"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 02. týden 2024","2024-W02","Česko","CZ","16.1"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 03. týden 2024","2024-W03","Česko","CZ","16.26"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 04. týden 2024","2024-W04","Česko","CZ","16.67"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 05. týden 2024","2024-W05","Česko","CZ","16.76"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 06. týden 2024","2024-W06","Česko","CZ","16.77"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 07. týden 2024","2024-W07","Česko","CZ","16.78"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 08. týden 2024","2024-W08","Česko","CZ","16.88"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 09. týden 2024","2024-W09","Česko","CZ","16.89"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 10. týden 2024","2024-W10","Česko","CZ","16.89"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 11. týden 2024","2024-W11","Česko","CZ","17.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 12. týden 2024","2024-W12","Česko","CZ","17.28"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 13. týden 2024","2024-W13","Česko","CZ","17.31"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 14. týden 2024","2024-W14","Česko","CZ","17.35"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 15. týden 2024","2024-W15","Česko","CZ","17.42"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 16. týden 2024","2024-W16","Česko","CZ","17.42"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 17. týden 2024","2024-W17","Česko","CZ","17.44"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 18. týden 2024","2024-W18","Česko","CZ","17.43"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 19. týden 2024","2024-W19","Česko","CZ","17.42"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 20. týden 2024","2024-W20","Česko","CZ","17.4"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 21. týden 2024","2024-W21","Česko","CZ","17.29"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 22. týden 2024","2024-W22","Česko","CZ","17.3"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 23. týden 2024","2024-W23","Česko","CZ","17.31"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 24. týden 2024","2024-W24","Česko","CZ","17.3"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 25. týden 2024","2024-W25","Česko","CZ","17.23"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 26. týden 2024","2024-W26","Česko","CZ","17.18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 27. týden 2024","2024-W27","Česko","CZ","17.12"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 28. týden 2024","2024-W28","Česko","CZ","17.1"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 29. týden 2024","2024-W29","Česko","CZ","17.1"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 30. týden 2024","2024-W30","Česko","CZ","17.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 31. týden 2024","2024-W31","Česko","CZ","17.09"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 32. týden 2024","2024-W32","Česko","CZ","17.06"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 33. týden 2024","2024-W33","Česko","CZ","17.05"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 34. týden 2024","2024-W34","Česko","CZ","17.03"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 35. týden 2024","2024-W35","Česko","CZ","17"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 36. týden 2024","2024-W36","Česko","CZ","17.04"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 37. týden 2024","2024-W37","Česko","CZ","17.02"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 38. týden 2024","2024-W38","Česko","CZ","17.06"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 39. týden 2024","2024-W39","Česko","CZ","17.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 40. týden 2024","2024-W40","Česko","CZ","17.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 41. týden 2024","2024-W41","Česko","CZ","17.06"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 42. týden 2024","2024-W42","Česko","CZ","17.06"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 43. týden 2024","2024-W43","Česko","CZ","17.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 44. týden 2024","2024-W44","Česko","CZ","17.08"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 45. týden 2024","2024-W45","Česko","CZ","17.23"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 46. týden 2024","2024-W46","Česko","CZ","17.29"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 47. týden 2024","2024-W47","Česko","CZ","17.52"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 48. týden 2024","2024-W48","Česko","CZ","17.65"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 49. týden 2024","2024-W49","Česko","CZ","17.73"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 50. týden 2024","2024-W50","Česko","CZ","17.74"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 51. týden 2024","2024-W51","Česko","CZ","17.79"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 02. týden 2025","2025-W02","Česko","CZ","17.79"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 03. týden 2025","2025-W03","Česko","CZ","17.79"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 04. týden 2025","2025-W04","Česko","CZ","17.89"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 05. týden 2025","2025-W05","Česko","CZ","18.02"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 06. týden 2025","2025-W06","Česko","CZ","18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 07. týden 2025","2025-W07","Česko","CZ","18.14"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 08. týden 2025","2025-W08","Česko","CZ","18.23"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 09. týden 2025","2025-W09","Česko","CZ","18.22"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 10. týden 2025","2025-W10","Česko","CZ","18.22"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 11. týden 2025","2025-W11","Česko","CZ","18.23"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 12. týden 2025","2025-W12","Česko","CZ","18.18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 13. týden 2025","2025-W13","Česko","CZ","18.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 14. týden 2025","2025-W14","Česko","CZ","18.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 15. týden 2025","2025-W15","Česko","CZ","18.05"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 16. týden 2025","2025-W16","Česko","CZ","18.05"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 17. týden 2025","2025-W17","Česko","CZ","18.01"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301"," 18. týden 2025","2025-W18","Česko","CZ","17.99"
